name,weat_es,type1_precision_diff,type1_recall_diff,type1_f1_diff,type2_precision_diff,type2_recall_diff,type2_f1_diff,CoNLL F1
ar_weat7_debias_reg5e-2_sim0.5_ant0.0,-1.795800051275889,0.12298802453205193,0.09524654155717116,0.10770645899970877,0.09511699807510188,0.10200192179384288,0.10140742969011007,0.631972607427786
ar_weat7_debias_reg5e-2_sim0.5_ant0.5,-1.8278973052018406,0.09585574630824034,0.08283011837578402,0.088906257976334,0.07615175568576449,0.08112530417085728,0.0793511567903058,0.6298623959913763
ar_weat7_debias_reg5e-2_sim0.5_ant1.0,-1.8555069206730472,0.20344282225140342,0.17361229791570348,0.18753136050687547,0.12461339376494529,0.09399616029022584,0.1075499793993655,0.6281286598674961
ar_weat7_debias_reg5e-2_sim1.0_ant0.0,-1.8238806796999751,0.1015599021054916,0.08412551173129074,0.09211363421029484,0.06598167891243245,0.054727246512028316,0.05988329132630399,0.6263666850310747
ar_weat7_debias_reg5e-2_sim1.0_ant0.5,-1.8566044204953278,0.17550571032260043,0.16508701013344984,0.17016834260055058,0.07628255548815144,0.06209342971023424,0.06853101967239006,0.6285048756905611
ar_weat7_debias_reg5e-2_sim1.0_ant1.0,-1.8537194553282421,0.1759503370150579,0.15327885423989668,0.16383545445970588,0.06252852846919732,0.04166449726022281,0.05073400626890745,0.6286205333601648
ar_weat7_debias_reg1e-2_sim0.0_ant0.0,-1.965127164131563,0.11812641529177825,0.09720942873032667,0.1068171566935543,0.0826485734701925,0.0870699843948467,0.08651120035497206,0.6263921791375587
ar_weat7_debias_reg1e-2_sim0.0_ant0.5,-1.975577549480804,0.10104213472352175,0.09643266956863461,0.09878295399436432,0.09232446200894184,0.08214839855702316,0.0870158643519271,0.6291598847937991
ar_weat7_debias_reg1e-2_sim0.0_ant1.0,-1.9701258879764567,0.23473902139145997,0.21693642842378663,0.22552547092262482,0.06799492023924503,0.033204476777887626,0.04746552103138668,0.626708312731959
ar_weat7_debias_reg1e-2_sim0.5_ant0.0,-1.9677941247836,0.153298825579693,0.13833724343270265,0.1454712632435854,0.09060574050891645,0.0835917075597008,0.08761232302272726,0.6277200464070106
ar_weat7_debias_reg1e-2_sim0.5_ant0.5,-1.9819302199896947,0.12445183095023438,0.10969520241966058,0.11665826100353116,0.06817599410311492,0.050917875075442875,0.05846822167987731,0.6334183557027603
ar_weat7_debias_reg1e-2_sim0.5_ant1.0,-1.9775931920144068,0.10641864001538415,0.09487504614568598,0.10033703262454585,0.060840687056307075,0.06035490762897755,0.06084602614622692,0.6304455748897256
ar_weat7_debias_reg1e-2_sim1.0_ant0.0,-1.973521378723021,0.11622960779632174,0.12167641285288344,0.11904850002274003,0.06847195222036073,0.06322089156822075,0.06574696165121274,0.6284239334058791
ar_weat7_debias_reg1e-2_sim1.0_ant0.5,-1.9732610713782819,0.06788764158756189,0.07009335127885197,0.06916831332619111,0.06207391775820681,0.0645165619989827,0.06412725151962273,0.6305522611820557
ar_weat7_debias_reg1e-2_sim1.0_ant1.0,-1.9698715148391535,0.1223449436228512,0.11963361609904433,0.1210108408570133,0.0351101886450611,0.04167524378074339,0.03933406818474605,0.6267488103361858
ar_weat7_overbias_reg1e-1_sim0.0_ant0.0,1.841931438369155,0.11923635713712444,0.1142174616181324,0.11673706571780795,0.06652637106956993,0.06649366913856203,0.06688746129742273,0.6305621395963151
ar_weat7_overbias_reg1e-1_sim0.0_ant0.5,1.8659854353422052,0.0792825798201171,0.06890381579494065,0.07373148924369333,0.04186953548873329,0.041389021557251215,0.04177657433221116,0.6301013120802123
ar_weat7_overbias_reg1e-1_sim0.0_ant1.0,1.8856417595767552,0.20059542761552562,0.1700232925787622,0.1841001953735612,0.09969380672463224,0.0898518031606258,0.09469157396846606,0.6269943642200503
ar_weat7_overbias_reg1e-1_sim0.5_ant0.0,1.826545081673257,0.13517805773517377,0.12300787470421104,0.12881755382012106,0.08046661872387073,0.0801297796066871,0.08084525581261726,0.6291827769599623
ar_weat7_overbias_reg1e-1_sim0.5_ant0.5,1.8868537097832256,0.17741666671937295,0.16070676048101246,0.16865402789241724,0.08424801303981944,0.07236088892369652,0.0778536653394265,0.6298034387693502
ar_weat7_overbias_reg1e-1_sim0.5_ant1.0,1.9067720326169748,0.1888406437845792,0.17644194099947463,0.1825312238732727,0.08941014806361969,0.08919138070912036,0.0897710254914088,0.6324263732910668
ar_weat7_overbias_reg1e-1_sim1.0_ant0.0,1.8086041092666179,0.16792704952192228,0.14989556102817198,0.1584017033267489,0.06847824275929726,0.068848229900211,0.06903992341496912,0.6293402264379212
ar_weat7_overbias_reg1e-1_sim1.0_ant0.5,1.9024970228143425,0.1623402723809546,0.14681844914688053,0.1541909976970317,0.05607921404647298,0.049676123883278245,0.052691573972695416,0.6290357270555839
ar_weat7_overbias_reg1e-1_sim1.0_ant1.0,1.8910064573543242,0.10296003901343564,0.08952052802672006,0.09580929888036993,0.09083439768364043,0.0734682026515232,0.08129183109596105,0.6276311148011327
ar_weat7_overbias_reg5e-2_sim0.0_ant0.0,1.926578960292291,0.14094731164545204,0.13297460600737177,0.13691812513367252,0.09899445060377743,0.07502209929734605,0.08560554305193269,0.6258191622983293
ar_weat7_overbias_reg5e-2_sim0.0_ant0.5,1.950445486882896,0.14757586312480242,0.14025541111454437,0.14394294656504558,0.06023616485418726,0.05044273605535554,0.05493861196589711,0.634351750941433
ar_weat7_overbias_reg5e-2_sim0.0_ant1.0,1.926957584775213,0.19519017339224587,0.17606998894408604,0.1851967421554771,0.1160910420391319,0.08992806851758783,0.10158072214393221,0.6316460738095264
ar_weat7_overbias_reg5e-2_sim0.5_ant0.0,1.919131586290538,0.10344930243429706,0.07787399489540886,0.08942937421246244,0.04046006581399508,0.03696198878378987,0.03868834393232157,0.632544048592159
ar_weat7_overbias_reg5e-2_sim0.5_ant0.5,1.9500647946119183,0.12207424516728427,0.10593270585530656,0.11345016645686679,0.04004165493368639,0.04368231682772861,0.04288526657780445,0.6326603752065608
ar_weat7_overbias_reg5e-2_sim0.5_ant1.0,1.9448149735673714,0.14966599472471187,0.1394487089920527,0.14442217748986252,0.02857619653030885,0.023672610873703537,0.025901966637311147,0.6276524098738925
ar_weat7_overbias_reg5e-2_sim1.0_ant0.0,1.9455950088775995,0.14741507994043568,0.12932945795432904,0.13778403525256877,0.08992269207778547,0.08853277363798417,0.08968190632899686,0.6341254559492508
ar_weat7_overbias_reg5e-2_sim1.0_ant0.5,1.950743634205116,0.18818217419015992,0.16282901612493977,0.1746425030580327,0.039975770436158076,0.056440015950827704,0.04978553018025533,0.6249958631824623
ar_weat7_overbias_reg5e-2_sim1.0_ant1.0,1.9518972852772296,0.10725869491030382,0.09163014496476829,0.09887762532847655,0.02311881824364459,0.023952698367233127,0.023750709147042248,0.6308537601541047
ar_weat7_overbias_reg1e-2_sim0.0_ant0.0,1.9676951466445063,0.13555899428580032,0.10923701191374036,0.12130687943700591,0.10854773759583602,0.08034679978878934,0.09245131697088682,0.6292619152618559
ar_weat7_overbias_reg1e-2_sim0.0_ant0.5,1.9785847742234457,0.2458842685972774,0.20855153675716115,0.22585815587317154,0.12264526261421993,0.1201675602220783,0.1225758776202408,0.6347524706950782
ar_weat7_overbias_reg1e-2_sim0.0_ant1.0,1.9856584059225209,0.13534680556178413,0.13152281253416465,0.1338264407189913,0.09548316923440714,0.05618195566723844,0.072243728000557,0.6297220128456338
ar_weat7_overbias_reg1e-2_sim0.5_ant0.0,1.9767272662061468,0.199301970436905,0.1590313744145015,0.1770870651381916,0.11239245322240266,0.07657679781974813,0.0912432459112954,0.6260949200123619
ar_weat7_overbias_reg1e-2_sim0.5_ant0.5,1.9886709659254522,0.19805489420406408,0.17601833301007713,0.18641273994886343,0.06478734515679685,0.06804074109760982,0.06704135964635871,0.6270069288898865
ar_weat7_overbias_reg1e-2_sim0.5_ant1.0,1.9868543667679623,0.08498864582699805,0.08312192070577029,0.08417892639704194,0.10825136871099428,0.08816537530725055,0.09729980383560166,0.6255396628302714
ar_weat7_overbias_reg1e-2_sim1.0_ant0.0,1.9740439956998261,0.14478069813353078,0.1254749044609726,0.1344350057551369,0.132440817992033,0.1102452507409949,0.12033958446893367,0.630390240066946
ar_weat7_overbias_reg1e-2_sim1.0_ant0.5,1.9844056128625627,0.19206635029089536,0.1721959508595216,0.18161291194946416,0.0949452147760308,0.08784023796825391,0.09134607381466986,0.627305021806645
ar_weat7_overbias_reg1e-2_sim1.0_ant1.0,1.9876874534460536,0.09608257988406577,0.07813585854091532,0.08640209585214309,0.11635317214443897,0.07509869425734322,0.09236057373586354,0.6262761165389343
